entity,variant,normal_same,normal_shifted,treatment_start_time
195,B,-0.19481392217,2.19379416806,24
197,A,0.280106077798,-0.698451859139,18
198,A,-0.119622158851,1.09329470669,11
199,A,1.67748184102,0.564786944368,31
200,A,-1.01596023179,0.669346887615,33
202,B,0.742223510938,4.52275550946,17
203,B,0.271102492242,1.8009231963,11
204,B,-0.452100964294,0.988387503788,13
205,B,-0.372550475093,2.82818928511,18
206,B,2.37151918733,-0.243778184803,3
207,B,0.315084523855,1.85101343006,16
208,A,0.0800388696832,1.04945486467,4
209,A,-1.0430256784,1.24341942909,13
210,A,0.122152211141,0.649908284682,22
211,A,-1.10831816204,1.39919023578,16
212,B,-1.35322799719,-1.04099283811,3
213,B,-1.45394113936,1.42482199048,13
215,A,-0.672339891354,0.705487625248,28
216,B,2.4080021597,4.20661607574,26
217,A,-1.05460567996,0.497913108251,17
218,A,-1.41523114535,0.349213143179,42
219,B,-0.76664429781,0.35102744428,12
220,A,-1.53468792569,0.542351952785,14
221,A,0.0169084304595,0.82174920909,1
223,B,0.489964149414,2.71277974586,21
224,A,-1.01565090282,1.10972974998,12
225,A,-0.951132449549,-2.46715897334,18
226,B,-1.74277783983,2.99114011601,9
227,A,-1.06267666172,-2.51715652064,25
228,A,1.18604519804,1.37704970037,17
229,A,-0.220976765577,1.76543292276,28
230,A,1.44216081895,0.350980413303,34
231,A,0.435658654384,2.46669424199,42
232,A,0.134085502363,1.1668439131,3
233,A,0.0541182734454,-0.245042495316,32
234,B,-0.472122962827,4.1904256123,29
235,B,1.24555653877,3.24143022203,23
236,A,-0.209588208101,-0.0723486335448,18
237,A,0.536975317484,-1.17660438904,29
239,B,3.5653220223,6.53050491702,50
240,B,-2.18053076065,-0.256150073284,34
241,B,1.30760266214,2.14539543376,34
242,A,-2.31208808197,1.82255450912,44
243,B,-0.0629543383349,8.98614189129,41
244,A,0.452385435652,2.09575772976,46
245,A,-0.670233468501,0.645304120518,2
246,A,0.403239006172,-1.07828449097,35
247,A,0.703500378719,-0.856997666374,11
248,A,0.333223594784,-0.149776554992,17
249,A,1.09646941189,0.277848774439,3
250,A,-2.13177392437,2.81858756319,21
251,A,2.42451503703,-1.6243136185,47
252,B,-0.614557749327,1.03596153127,16
254,A,0.734920930387,-2.93003016057,17
255,A,0.0315001752516,-1.5388568652,21
256,B,0.938329258318,1.92690407532,4
257,B,4.4763185358,3.31298176291,35
259,B,-0.418701409953,0.714533326117,2
260,A,-0.551930679268,1.96622950954,16
261,B,0.0974712061188,0.91778636583,6
262,B,-0.289805091338,5.55076129088,28
263,A,-0.176467034642,0.879028367048,5
264,B,-0.700897766276,0.342618282721,24
265,A,0.0608653536748,-1.81815410751,23
267,A,-3.48727106504,2.0240972015,29
268,A,-0.372896495468,-0.0017037106963,11
269,B,-0.417566443787,1.40940381648,6
270,B,-2.26297796917,3.96408155827,33
271,A,2.96477198565,1.96477198248,22
272,B,-1.05334897575,2.41411623591,4
273,A,0.181464486177,-1.21083353098,6
274,A,2.60777671983,0.357551575389,23
275,A,0.731447278008,-0.0572385737992,14
276,A,-0.242283423656,-0.211408768522,1
277,A,0.90397995679,-0.687488248997,13
278,A,-2.19623562555,0.581276651511,38
279,B,-2.48640946525,1.72085535604,28
281,B,1.07644389063,-0.11392913221,4
282,A,0.184309190467,-0.951747883507,5
283,B,-1.11746756661,0.349491393407,5
284,B,2.95280709675,6.51749295847,34
286,A,-0.663958676339,1.13533890612,31
287,A,0.442226186964,0.826876212754,24
288,B,-0.38362261161,3.50694701623,12
289,A,-0.853020535871,0.939001158044,3
290,B,-0.547771649006,-0.339032226459,16
291,A,-0.626850852209,-0.728127053612,13
293,A,-0.609241276312,1.62816279988,12
296,A,-0.0717506819037,-0.607412680822,8
297,B,1.81817281851,1.6713058536,5
298,A,-0.589785436836,0.667524078682,9
299,B,-0.452800453033,1.63834069189,2
300,A,1.38881378445,1.56512775484,33
301,B,-2.34191918341,3.65797995592,30
302,A,0.335941830263,-1.90016226192,15
303,B,-0.689865596407,0.731070715967,11
304,A,-0.368749825782,-0.379515658597,15
305,A,0.433375168107,3.64474729732,52
307,A,1.66779378701,-0.111375791596,8
308,B,1.60119650848,5.35026352018,16
309,A,0.0480409846453,2.87270525845,25
310,B,0.218924995318,0.549965268725,14
312,B,-2.39266000069,3.58522032527,14
313,A,1.16773948357,-2.56565530378,45
314,A,1.13981225569,0.731935967141,15
315,A,3.29631818967,0.486867709242,21
316,B,0.5451668923,0.529161210645,9
317,B,-2.68954637403,3.74481728011,18
318,A,3.16089313637,-0.517636141531,18
319,A,-2.16566879857,1.25484043839,31
321,A,-1.81187174595,0.120954046061,20
322,B,0.163678861541,-1.89624161438,30
323,A,-0.405176085725,-1.43874917076,18
324,B,0.201450279799,2.33348010407,15
326,A,-0.830454622676,1.64827757627,16
327,A,1.07614755151,-2.04736485491,11
328,B,-1.82613435739,3.16605434843,35
329,B,0.830982034905,5.96439956192,39
330,A,-2.08176457564,1.18167381421,19
331,A,2.50753017671,-0.181742529032,13
332,A,-0.278718823495,-0.263449009303,24
333,B,1.85079257913,1.16608973196,18
334,B,1.23291633999,-0.528553659873,12
335,A,3.66119832212,1.71800256594,64
337,A,0.544876772118,1.27657798259,38
338,B,0.257571794131,2.02004602711,28
339,A,-1.67454423362,-1.07995824504,16
340,A,1.48247619617,-1.1677050795,19
341,B,1.55770925888,3.32319386952,16
342,A,0.452427352138,-2.92441607594,16
343,B,2.27380491906,1.07846671899,15
344,B,-1.28214575559,2.20318402509,31
346,B,-2.48080256889,0.145628367735,22
347,B,-3.65075861011,1.97237106231,21
348,A,2.70294828291,-0.567812701234,31
349,B,-0.854145132928,3.17068456983,11
352,B,-1.22148157902,1.68706940263,11
353,A,1.88057769738,1.26556460958,14
354,A,2.71536738743,3.22839898697,28
355,A,-0.686487380592,1.04576448499,17
356,A,1.88400591576,0.0527691028753,8
357,A,-1.48434787381,0.419851116396,16
358,A,-0.840241560264,-0.874222051683,1
359,A,-0.774478943523,0.0192964287039,27
360,A,-0.622509662559,4.05485111425,14
362,A,-2.18403736423,2.6418769068,24
363,A,-0.298453967482,-1.01438763072,23
364,A,-0.963606743811,-0.880224206134,10
365,B,-1.44306723106,2.39206704244,13
367,A,1.93552589492,1.71286208046,32
369,A,0.513374265104,-2.5765649152,13
370,A,1.24820616344,2.45330069035,14
371,A,1.86124889472,0.0618690090991,44
374,A,1.03992159714,-0.0294682741021,15
375,A,0.99233988733,-1.08014637528,13
376,B,2.31883673231,4.41968503596,25
377,B,0.91175289004,1.20805944696,22
378,B,3.48737890236,3.92514307316,20
379,B,-0.579402808233,1.76301263068,8
380,A,-0.994405445348,-0.140472155984,8
381,A,0.692161710477,0.849460879371,7
382,A,0.915660923137,1.54796822298,3
383,A,0.719559847346,-1.01408088171,31
384,A,2.65934950998,0.812505586521,8
385,A,0.938525356493,-1.51414381743,30
386,A,-0.629176110845,-0.803927282012,11
387,A,-0.335091862305,0.992641365362,2
388,B,-1.53772950604,-0.908780977943,17
390,A,-1.73228826947,-2.08349719222,51
392,B,-0.386412856692,2.5799817965,26
393,A,-2.43246284408,-1.04191054506,12
394,A,-0.662425029938,0.312183856805,18
395,B,2.06940210741,0.213765147832,33
396,A,-0.54531164972,0.239724953331,11
397,A,1.39410786243,-0.218573451758,31
398,A,-0.0828015207738,-1.31647364834,10
400,B,0.481941201419,-0.562758571599,9
401,A,1.08179240629,-2.16139910699,35
402,B,-5.17121867819,0.768297125011,23
404,A,-0.784142661853,1.36673903688,8
405,A,3.06510544542,2.60744237256,34
406,A,0.982039527179,-4.22880738637,66
408,B,-1.58706567426,1.34004335365,1
409,A,-0.0192831511288,-2.04456255906,11
410,A,1.9293862067,-0.869562135817,15
411,A,-3.13091388205,1.46117299085,17
412,A,-5.93983605533,-1.23779929164,38
413,B,0.539785257725,0.94544872325,9
415,B,-0.026628833173,2.48374484699,19
416,A,-0.0814629772323,0.270849469561,27
419,B,-0.848053169303,1.29230854174,19
420,A,-1.71820022496,0.392394945773,14
421,B,0.486266196131,1.4779555743,4
422,A,1.52284677305,0.284231449229,48
423,B,0.0127835691897,1.95926818285,17
424,B,0.77602954434,1.29931621172,0
425,B,-2.82271722734,2.67260594146,26
426,A,-0.308892750461,1.42591870611,33
427,A,-1.78490614968,0.187239633711,36
428,A,0.443134616421,-0.696746341312,11
429,A,1.19509007706,1.49134760927,19
430,B,-1.64023387232,1.55502036848,3
431,A,-1.99858270217,-0.518456873542,8
432,B,2.30647565739,4.14374274271,29
433,B,0.445876092791,0.520027475605,15
434,B,-0.733272557821,2.37574990048,50
435,A,-1.51206085473,1.26866796947,50
436,B,-4.01173383892,2.10903617749,44
437,B,-0.177926011602,2.02978225282,3
438,A,0.218764586882,0.49889788782,40
439,A,-0.989630862416,0.350323976199,5
440,A,0.440845812573,0.0652309866005,12
441,B,-0.91044151597,4.06120279262,39
442,B,0.461439394221,2.75220522675,20
443,B,-0.304398882487,1.12147435577,29
444,B,2.82091977249,1.86121851705,21
445,B,-0.59200745058,5.21980070769,44
446,A,-0.660576953402,0.322124614496,6
447,A,-1.89002705381,-0.96450176586,40
448,A,1.39758966186,-4.20369077519,46
451,A,-3.05636611795,-0.727393782698,30
452,B,-0.996038310034,2.43712014626,17
453,B,-1.20127724871,-0.174469227557,20
456,A,-0.847646138435,-1.30716835137,14
457,B,-0.525937826798,0.252399245478,26
458,B,-1.75595958262,2.4004670779,27
459,A,0.558243691162,0.560190995724,27
460,B,-0.0842432610844,2.51655388758,26
461,A,2.87224319286,-2.38353452533,34
462,A,0.600546854053,-1.46208341135,17
463,B,1.51245001397,1.98204273331,23
464,A,1.33390598896,-1.00850992321,19
465,A,0.493195217806,-0.820881829572,0
466,A,-0.687466115754,2.9869287445,42
468,B,1.42832669899,1.11040991713,17
470,A,-1.15561396253,0.470067286423,30
471,A,0.32404359237,-1.17288527614,19
474,A,-0.0476084765622,1.91431627262,30
476,A,1.09317900347,-1.12841671537,0
477,A,0.385007395102,1.31557671983,0
478,A,1.80731381917,-0.375090870263,9
480,A,0.774971876846,0.164432838104,10
481,B,0.549688516805,4.614606536,25
482,A,1.92113390182,-1.50324628856,20
483,B,-0.700929823018,3.00968570656,45
484,B,-0.371235672607,3.7417969239,5
485,B,1.23616228598,2.49826229178,23
486,B,0.249218247813,5.65119542282,43
487,B,-1.39524327412,0.799928148983,16
488,B,-1.93812282754,4.66495650199,20
489,A,-3.37610625762,3.68867027074,38
490,A,1.47324288817,-1.52293560301,19
491,A,-2.13688790248,2.26744770232,43
492,A,2.48905164597,1.35590151654,12
493,B,2.4085746198,2.27618559874,37
494,A,-0.833026583733,-0.0998386985069,32
495,B,-0.352542036788,4.10153094356,25
496,A,-3.00073163143,1.64345005215,44
497,B,0.837684088592,-0.0397999105131,1
498,B,-0.746812342055,2.291178351,1
500,A,-2.5643645043,0.291141588999,21
501,B,0.85013902986,4.60327054709,40
503,A,0.652143635143,1.62447516463,9
504,A,0.479886172801,-2.73877705577,14
505,B,-1.54783338358,4.0053783534,31
506,A,-2.30843671112,2.38951657384,26
507,A,-0.624052879113,1.21353174796,51
508,A,-2.98221585037,0.919294883825,43
509,A,-1.24597546563,0.635407829125,13
510,A,-0.64104258625,0.185038562043,8
511,B,-2.87628996548,-3.07634610482,51
512,A,-1.78700383178,0.167987413049,51
513,A,0.101048536872,0.00459690354547,0
514,A,1.12217699194,1.85611182474,19
517,A,0.668344506858,0.710679226241,21
519,B,2.96891245173,2.92347837877,18
520,B,2.14768088133,1.10569751904,7
521,A,0.616742059103,0.527159466113,6
522,A,-0.499394623299,-0.439138988054,7
523,B,0.725692476135,5.68100947027,34
524,A,1.37382856437,0.831185262336,6
525,B,-1.42502469096,-0.358057379402,13
526,A,4.41290727523,0.15126912062,32
527,A,-1.33431959143,-1.90652227531,10
528,A,-1.30757172792,1.39199644286,56
530,B,0.128337246481,3.90931317887,2
532,A,-0.210456778805,-0.644855809658,47
533,B,-0.671409184492,1.09450574051,11
535,A,0.196278736601,1.43906645637,13
536,A,0.949276069958,1.36206685194,8
537,A,1.38463787066,0.625508866841,15
538,A,0.442022481158,1.80516474213,6
539,A,-0.598459488794,2.0367526643,26
540,A,-1.44282794096,0.67457626671,25
541,B,-0.842231017696,6.50430084882,53
542,B,-1.95394091554,3.15505974099,43
543,A,-0.58076450537,1.55207977266,27
546,B,-0.620615950687,-0.523572095286,8
547,B,2.9444684589,4.05313690637,16
551,B,1.32182164961,2.14825766572,6
552,A,-1.41930314261,-0.0838752496,12
553,A,-2.54827780419,-0.108204757981,11
555,B,-1.42587365749,2.08954861136,31
556,A,-2.3508204472,-1.25531432779,34
557,B,-0.263327704684,-0.549474663003,11
558,B,0.258121787305,2.95492322896,51
559,B,-0.618190170948,2.68896179296,50
560,A,-0.834686729642,2.5471419957,28
561,A,-0.709980671628,2.22071811092,62
562,B,0.435576070776,0.435626218611,12
563,A,-0.56488255802,-0.884183248587,27
567,A,-0.529172534792,-3.14414934409,54
568,A,-2.60612989448,2.09149674173,59
569,A,-1.03116524116,0.346318691821,10
570,A,0.178631973044,-0.686911162029,18
571,B,0.9977371547,3.31671337216,28
572,A,1.74941056905,0.684200664502,18
573,A,-0.0763627160683,0.368101831085,38
574,A,-1.30108504015,1.58386695436,38
575,B,-1.64047309147,4.66240808563,16
576,A,0.0882380125389,2.76264127071,38
577,A,0.286046217242,1.91143448952,16
578,A,1.05865719424,1.25581004909,21
579,A,-0.414979125469,-0.259869990722,7
580,A,-0.488537987147,1.54509789218,10
581,A,-0.501695175858,0.0423176940168,15
582,A,0.131719453089,0.382695928723,12
583,B,-1.01647874563,2.62149040835,38
584,A,2.50975798641,-2.43911397594,28
585,B,1.79373002112,4.73724879929,54
586,A,-1.13519846693,0.219864497158,21
587,A,1.29110472257,-0.612106288143,42
588,B,0.785802058114,2.44497496941,14
589,A,2.43980653232,0.409699075938,27
590,B,1.00835067215,2.20254351032,20
591,A,1.22478752739,1.20069686565,16
592,A,-1.60043721627,2.03083638333,34
593,A,-2.89169520927,-3.7212947044,20
594,A,-1.17775070041,-1.07393201522,9
595,B,-0.965898106183,1.82151475338,7
596,A,-0.191511728717,0.808059710279,7
597,A,-0.0371238134726,-0.265292057656,10
598,A,2.45109038456,0.532513833286,19
599,B,-3.23199264061,3.37763411597,15
600,B,1.98802925396,0.820320122127,51
601,B,1.38939821596,2.7283097105,12
602,A,1.95241084384,-0.650660547771,1
603,B,1.11775059253,0.792429068848,1
605,A,1.33468442671,1.94061589568,10
606,B,-0.283840379353,2.33597303153,3
607,B,-0.271327291336,1.16135814311,26
608,A,-0.186180651129,2.03032489727,5
609,A,-1.63562777669,0.504687243739,14
610,B,0.760743000854,5.1315376096,18
611,A,-1.47860715701,-1.55820929959,4
613,A,-3.68657079735,-1.79740802166,32
615,B,-0.229457182448,2.07052747701,1
616,A,-1.61878737465,4.00947621746,30
617,A,0.128934049798,0.407869577893,18
618,B,0.971488446092,2.13730635622,25
619,B,1.68925344115,0.480370566849,33
620,A,1.04244453574,0.102276102966,32
621,A,0.737078447536,1.08722742938,20
622,A,1.07882255664,-0.838715841046,24
623,A,0.839316037543,-0.170396420426,15
624,B,-1.67616694375,5.10027230763,45
625,B,2.96238773228,1.74331050844,17
626,B,-0.578211245313,5.40974096194,61
627,B,1.2456955923,2.69388821777,25
628,B,0.234756532045,-0.964933088226,7
629,A,-0.154563069884,0.90449531746,11
630,B,0.33749562304,2.85840889175,9
631,A,-0.402856695763,0.31172792256,19
632,A,-1.14212440468,1.73670930564,19
633,A,-0.983221429497,-0.44541848619,1
634,B,-2.40155127372,8.01382541774,37
635,A,-0.723709387692,-0.921677145329,27
636,A,-0.44898935413,0.240343718337,61
637,A,1.41967099848,0.494530546296,17
638,A,-0.780760520915,0.228243185907,3
639,B,1.23920565137,2.08817335149,8
640,A,0.690945316133,0.1029391909,8
641,A,-1.34821749551,0.0167986102869,10
642,B,-1.59956553103,1.0027585012,27
643,A,0.878799041068,-0.780196249651,5
644,A,0.352074318732,0.371955553416,17
645,B,0.741517437356,1.47439844547,13
646,A,2.52772297825,-0.668238015274,12
647,A,1.17245668609,1.25917776607,8
648,B,-0.496277583303,1.28380793648,17
649,A,0.212276087521,-1.35849160142,19
650,B,2.12164542301,0.645842205823,14
651,B,-0.11210265669,0.586031903731,14
652,A,0.294392699862,1.07331040049,15
653,B,1.62841783447,4.47277921765,59
654,B,0.642342830027,1.10845124356,14
655,A,2.50843547701,-1.38904859569,16
656,B,-0.388045221157,1.84150210842,4
657,A,-1.79396081182,-1.27868369995,17
658,B,-0.842514978024,3.57032715573,14
659,B,-0.160367606155,0.748236997837,18
662,A,5.27975146316,2.36766968598,15
663,A,2.15314747516,0.254129490794,36
664,B,0.192049862741,-0.939185078118,18
665,A,-0.384121199592,-0.367621986855,7
666,A,0.0778483332558,1.60432945438,44
667,A,1.01509535223,2.3260864646,20
668,B,-1.60871170512,2.71181564299,19
669,A,-0.221651512591,-0.578166596408,5
670,B,0.489444774132,1.86360533077,34
671,A,0.11395051592,0.824514745618,27
672,B,-2.2325996081,-0.538580971784,38
674,B,-1.26038549763,1.01834020259,9
675,B,0.0667423996686,4.52209726286,18
677,A,0.242614859036,-1.65548218572,15
678,A,-1.61004549065,-0.343169043903,13
679,A,2.45107149236,-1.05854850096,44
681,A,-2.40633356002,1.27178301055,8
682,B,0.910246328294,0.879135563375,41
683,B,3.47642016387,6.13316961754,50
684,A,1.93066263318,-0.456162108051,19
685,A,0.335907819485,0.818820366741,6
686,B,0.159215881356,2.14096918551,22
687,A,1.68376311179,0.365769551627,9
688,A,1.81503102397,0.169392944791,42
689,B,-0.708824107176,0.455082101842,19
690,A,0.134097989355,-0.253912003945,11
691,A,2.11295120052,1.04479232641,36
692,A,0.613087198128,0.480639558914,22
693,B,-0.572461248281,0.819701912852,13
694,A,0.712656685498,0.870112424959,13
695,B,-1.6902231261,7.44705838383,41
696,A,1.22506641542,-0.0174929806508,27
697,B,1.12483413141,0.782415025897,7
698,B,0.108121972878,2.45689084345,14
699,B,0.947674731891,3.20850261138,43
700,B,-0.302259043479,0.280134068724,9
701,B,-1.03694885967,0.850739768591,10
702,A,-0.397249748616,1.07970358011,1
703,B,0.255380752322,3.29224789464,18
704,B,-0.802470082865,6.08027902401,25
705,A,0.178376577742,1.95210612052,20
706,B,-0.00498542694502,1.56453446072,20
708,B,-1.51584653521,-0.084972419717,19
709,B,-2.87746162808,5.71578689331,52
710,B,-2.11803694353,1.37837864451,18
711,A,0.184029090949,-2.41597412743,8
712,A,-0.111087860699,-0.620508576588,9
713,A,1.49352770756,0.293273884376,30
714,B,0.519206973954,-0.109926685745,5
715,B,-0.135234162552,2.49414113426,33
716,A,-2.34727493254,-0.607922028774,35
717,A,0.800062463735,-1.47530651855,5
719,A,-1.92582366277,-0.190958907267,23
720,B,-0.625749069678,2.0765961404,5
721,A,0.348276659028,0.12001283998,16
723,A,-0.267353008937,0.968824731018,11
724,B,0.267571290665,0.772446193832,12
726,B,-0.228338803115,-0.0605460228733,11
727,A,-0.450238851796,-1.08748134479,10
728,B,0.677645908435,1.72396271495,3
729,B,1.4631842539,1.68651809739,21
730,A,-0.252952095769,0.196272818414,19
731,B,2.39435277686,2.18563521711,15
732,B,0.779198950142,1.55905290516,6
733,B,-1.79304313449,7.25040081173,45
734,B,-0.607690530769,3.03766098674,0
736,A,1.12158371712,-3.70640937216,33
737,A,0.181288720435,1.68917875413,12
738,B,-2.13246772427,4.13796091576,26
739,A,0.667444273569,-1.75377137023,2
740,A,-2.39592353437,-3.64431289917,70
741,A,1.93154534913,1.82218533393,27
743,B,-0.496810590483,1.19140634409,11
744,A,-3.97543384595,-0.581780631267,49
745,A,-1.11359799096,-0.0939915886686,4
746,A,0.346339126475,0.719187981985,27
747,A,1.58032168139,-0.771733041644,31
748,B,-2.9076501781,4.70209199341,31
749,A,0.0131284923381,-1.38759384357,27
750,A,-0.575745251156,1.79337669362,8
752,B,-0.0607878392735,0.516592013516,4
754,B,2.06979834029,2.05192497495,28
755,B,-1.14014575042,4.53701769449,27
756,B,-2.20455588964,2.37157526821,23
757,B,0.816658824124,1.95580171978,20
758,A,-0.671137048713,-1.66974412075,0
759,A,-0.517134304464,0.479056127779,49
760,A,0.0902073766305,-0.225551973312,27
761,A,-0.696738299427,0.403565518277,16
763,A,-0.513596891876,-1.52621598659,40
764,B,0.335985562964,1.35779497615,18
766,B,-1.72043918288,4.61556756399,48
767,A,0.324984805915,0.789301639572,59
768,A,0.703587107477,-1.1730657498,13
769,A,0.478518376095,0.384564880408,15
